,AAPL,MSFT,GOOGL,NVDA,META,AVGO,ADBE,CRM,ORCL,CSCO,JPM,BAC,WFC,GS,MS,C,BLK,SCHW,AXP,USB,UNH,JNJ,LLY,ABBV,MRK,PFE,TMO,ABT,DHR,AMGN,AMZN,TSLA,WMT,HD,MCD,NKE,SBUX,TGT,LOW,TJX,XOM,CVX,COP,BA,CAT,RTX,HON,UPS,GE,DE,SPY,QQQ,IWM,EFA,AGG
2023-03-14,0.001110939465649945,0.001000000000000004,0.0010000000000000013,0.001,0.001,0.020467667710472846,0.020938220275809733,0.021782685915545785,0.022522248625851407,0.02222047429159708,0.024882199083738392,0.02026883538793189,0.022090009346949536,0.022272399216576498,0.019422811489707252,0.01972648463351566,0.022448418534514694,0.02369429694322003,0.022586199298599646,0.022544306314698965,0.01608786137257994,0.017581961442354868,0.01389729489961517,0.02118595592494515,0.020389519037426848,0.02157827241866887,0.021779792720971757,0.025492650372987282,0.022915064231828583,0.024341465884935944,0.02164034208240015,0.023219444760716475,0.021178659885432174,0.022655608897651655,0.024257919301408123,0.022128342295970303,0.023612922307269114,0.023007198727792107,0.023277101032536076,0.02311462655325327,0.0010000000000000009,0.0010000000000000037,0.001000000000000001,0.022413047448247854,0.018664741448873607,0.01852812530193803,0.023077056086645484,0.02165394637642733,0.02247213246064222,0.02103876124695539,0.010649586686587179,0.007019900279418122,0.020602077206343685,0.019334542919726975,0.025225881853070918
2025-06-17,0.01105047831394228,0.011960155788728789,0.00974859844164382,0.010273471795971666,0.009305153744224666,0.020323372968093296,0.019771476187404925,0.01998766123984013,0.02016177640479926,0.01997946269831096,0.020109242949980632,0.019868203815742988,0.019687410889033613,0.01998884801373163,0.020295573567829524,0.01972349635417292,0.019965056155803542,0.01979194725242148,0.0201376105537252,0.019656640127008754,0.018743562990282632,0.01866702422336635,0.018754293170841253,0.020087391238944277,0.019932905910209114,0.019473713778330116,0.02077293833863661,0.020760747144425773,0.019553247459607122,0.019760778406430164,0.0197448186282841,0.020205301841269976,0.02058281153207154,0.020226954127948074,0.020377740827485537,0.019860033126165244,0.01976029584571545,0.019713952338562397,0.01997292850558908,0.020346580592686264,0.0020792520122839726,0.0016083331256872752,0.001,0.01979226864928999,0.019414319245147388,0.02005632329183247,0.020773706957208826,0.019773164948804947,0.020350027418523074,0.019789335822368487,0.02224559262800263,0.02142893858612816,0.021221932506368318,0.02078698545627171,0.02059616206282176
