date,AAPL,MSFT,GOOGL,NVDA,META,AVGO,ADBE,CRM,ORCL,CSCO,JPM,BAC,WFC,GS,MS,C,BLK,SCHW,AXP,USB,UNH,JNJ,LLY,ABBV,MRK,PFE,TMO,ABT,DHR,AMGN,AMZN,TSLA,WMT,HD,MCD,NKE,SBUX,TGT,LOW,TJX,XOM,CVX,COP,BA,CAT,RTX,HON,UPS,GE,DE,SPY,QQQ,IWM,EFA,AGG
2025-07-24,213.31088256835938,509.0887451171875,191.99827575683594,173.73020935058594,714.31787109375,288.2161865234375,371.69000244140625,267.23468017578125,242.40933227539062,67.88011932373047,295.1152038574219,48.12233352661133,82.94408416748047,715.3505859375,140.66050720214844,94.20504760742188,1113.1148681640625,95.95610046386719,307.4709167480469,45.571102142333984,276.8334655761719,168.32447814941406,802.4862670898438,189.46414184570312,83.28728485107422,24.488788604736328,474.60394287109375,125.08377838134766,202.4523468017578,303.8995666503906,232.22999572753906,305.29998779296875,96.3749008178711,370.98529052734375,292.8175964355469,75.03007507324219,92.41813659667969,103.38158416748047,224.4564208984375,125.49752044677734,108.81678771972656,152.4121856689453,93.96575164794922,231.27000427246094,428.28948974609375,153.93099975585938,209.2251434326172,98.9101333618164,267.68292236328125,512.8688354492188,632.6659545898438,564.3557739257812,222.91769409179688,90.86000061035156,97.00596618652344
2025-07-25,213.43064880371094,511.9088439941406,193.0073699951172,173.49021911621094,712.1992797851562,289.68365478515625,370.739990234375,268.6421813964844,244.6953582763672,68.27771759033203,297.1752014160156,48.182003021240234,83.38911437988281,725.098388671875,141.16392517089844,94.87660217285156,1118.0018310546875,96.512939453125,310.8224182128906,45.82834243774414,279.2979431152344,167.07366943359375,809.7197265625,188.91807556152344,83.88141632080078,24.361038208007812,477.8910217285156,125.97979736328125,205.11764526367188,301.959228515625,231.44000244140625,316.05999755859375,97.24288177490234,373.22259521484375,296.7850646972656,75.87567901611328,93.12828826904297,103.60629272460938,225.69036865234375,125.67642974853516,108.43373107910156,151.4438934326172,93.30733489990234,233.05999755859375,432.50738525390625,155.5772247314453,209.00144958496094,99.90377044677734,271.258544921875,515.5794067382812,635.3385620117188,565.7141723632812,223.74534606933594,90.75,97.16386413574219
2025-07-28,213.6002960205078,510.7030334472656,192.4079132080078,176.7400360107422,717.14599609375,293.7966003417969,369.4700012207031,269.78021240234375,247.2808837890625,67.51233673095703,296.83685302734375,47.963218688964844,82.15291595458984,719.7968139648438,140.7197265625,94.36306762695312,1112.5673828125,97.35816192626953,309.9546203613281,45.60078430175781,280.3512878417969,165.00881958007812,805.156494140625,187.17066955566406,83.2377700805664,23.88934326171875,484.5250549316406,125.79063415527344,202.58212280273438,296.7489929199219,232.7899932861328,325.5899963378906,97.38255310058594,375.1019592285156,297.5308532714844,78.83032989501953,92.38854217529297,103.9775390625,228.86476135253906,124.63276672363281,109.45521545410156,152.85231018066406,95.34152221679688,236.41000366210938,431.69970703125,154.77395629882812,209.7843780517578,97.9936752319336,270.27972412109375,508.7731628417969,635.1790161132812,567.4821166992188,223.486083984375,89.29000091552734,97.03557586669922
2025-07-29,210.8261260986328,510.7727966308594,195.5750732421875,175.50009155273438,699.52783203125,296.91131591796875,370.70001220703125,266.9252014160156,249.54693603515625,67.5521011352539,295.6028747558594,47.68476867675781,81.737548828125,728.0824584960938,141.70681762695312,93.30635833740234,1116.260009765625,97.35816192626953,307.76019287109375,45.60078430175781,259.4332580566406,166.8850555419922,760.1615600585938,189.85134887695312,81.82176208496094,23.8795166015625,481.7275695800781,127.44328308105469,206.4852294921875,298.9847717285156,231.00999450683594,321.20001220703125,98.10087585449219,375.2113037109375,300.96136474609375,77.92503356933594,91.68826293945312,101.77938079833984,228.9145050048828,125.60684967041016,110.86956024169922,153.5858612060547,96.29474639892578,226.0800018310547,428.8179626464844,155.81521606445312,206.6527099609375,87.63285064697266,269.9801025390625,510.7164001464844,633.503662109375,566.6031494140625,222.0601348876953,89.11000061035156,97.55864715576172
2025-07-30,208.6107940673828,511.4404296875,196.35438537597656,179.25990295410156,694.7410888671875,302.1023864746094,364.0,264.34967041015625,250.16587829589844,67.87017822265625,298.1803283691406,47.6947135925293,80.87715148925781,726.8590087890625,143.06900024414062,94.61983489990234,1109.412353515625,98.01443481445312,302.6431579589844,45.39301300048828,264.3721008300781,166.04122924804688,757.3020629882812,187.95501708984375,80.95037078857422,23.397994995117188,476.8519287109375,127.98090362548828,203.63027954101562,296.8277587890625,230.19000244140625,319.0400085449219,97.36259460449219,369.9809875488281,301.8960266113281,76.2835693359375,91.49100494384766,100.76334381103516,226.31727600097656,125.05023193359375,109.90702056884766,150.19195556640625,94.99758911132812,225.83999633789062,432.8763122558594,157.0845947265625,207.06280517578125,84.1020736694336,273.2161560058594,506.1025085449219,632.7058715820312,567.3623046875,220.93331909179688,88.47000122070312,97.28230285644531
2025-07-31,207.1339111328125,531.62939453125,191.728515625,177.85997009277344,772.9183349609375,293.1976623535156,357.69000244140625,257.88092041015625,253.33038330078125,67.67137908935547,294.80670166015625,47.00852966308594,79.7398452758789,719.7371826171875,141.5979766845703,92.53604125976562,1100.81298828125,97.1791763305664,298.55352783203125,44.4827766418457,247.99542236328125,163.53961181640625,737.3651733398438,187.66709899902344,77.35588073730469,22.886995315551758,467.26055908203125,125.63134765625,196.81231689453125,290.65228271484375,234.11000061035156,308.2699890136719,97.75169372558594,365.436767578125,298.37603759765625,74.3038558959961,87.94024658203125,98.18417358398438,222.47616577148438,123.7779541015625,109.65164947509766,148.3140869140625,93.69058990478516,221.83999633789062,436.76513671875,156.26148986816406,207.23989868164062,83.11808776855469,270.7491455078125,522.5451049804688,630.3324584960938,564.3557739257812,218.7694549560547,87.5199966430664,97.33164978027344
2025-08-01,201.95481872558594,522.2722778320312,188.96099853515625,173.710205078125,749.504150390625,288.1463317871094,347.79998779296875,250.30413818359375,243.99658203125,66.70719909667969,287.969970703125,45.40743637084961,76.92131042480469,705.7918090820312,138.24835205078125,90.68927764892578,1086.6697998046875,94.99156951904297,293.5262451171875,43.473602294921875,236.2793426513672,166.11073303222656,759.5438232421875,193.8227081298828,78.51443481445312,23.083532333374023,462.6247253417969,126.72647857666016,196.742431640625,292.40545654296875,214.75,302.6300048828125,98.260498046875,371.5520935058594,301.1801452636719,74.23421478271484,85.67171478271484,97.47100067138672,225.2923126220703,125.23908233642578,107.68727111816406,148.07933044433594,91.15522766113281,221.89999389648438,427.4618835449219,155.50779724121094,202.91519165039062,81.51669311523438,269.0512390136719,499.23651123046875,620.0010375976562,553.2386474609375,214.31210327148438,87.29000091552734,98.1733627319336
2025-08-04,202.9227752685547,533.7619018554688,194.86570739746094,179.98985290527344,775.8463745117188,297.2107849121094,338.8500061035156,251.8813934326172,252.092529296875,68.07891845703125,292.8363037109375,45.59638214111328,76.72352600097656,722.1641845703125,140.50462341308594,91.53423309326172,1110.8157958984375,96.55272674560547,297.8353271484375,43.94850540161133,239.46920776367188,169.79368591308594,766.189453125,195.7786102294922,79.078857421875,23.122840881347656,466.15155029296875,129.3547821044922,197.11178588867188,297.3891906738281,211.64999389648438,309.260009765625,99.3579330444336,378.67169189453125,302.5125732421875,74.43318176269531,88.55177307128906,97.49053955078125,232.6660614013672,128.4396514892578,105.45770263671875,147.72723388671875,91.24366760253906,222.33999633789062,432.45751953125,156.0730743408203,205.78590393066406,82.0183334350586,275.89288330078125,508.78314208984375,629.4249267578125,563.44677734375,219.10848999023438,88.44999694824219,98.25257873535156
2025-08-05,202.49366760253906,525.8995361328125,194.4960479736328,178.24993896484375,762.945068359375,292.428955078125,338.739990234375,247.05978393554688,255.22708129882812,67.11473846435547,289.96026611328125,45.30799102783203,77.09932708740234,717.0713500976562,139.61007690429688,90.97754669189453,1104.4259033203125,95.89643859863281,295.8902893066406,44.0870246887207,249.4263916015625,169.4958953857422,763.1505737304688,197.12887573242188,79.99976348876953,24.32172966003418,466.001708984375,130.11143493652344,198.68899536132812,295.55718994140625,213.75,308.7200012207031,99.0785903930664,383.2358093261719,297.0833740234375,73.99545288085938,88.96601867675781,100.0697021484375,236.2982177734375,127.99235534667969,105.33000946044922,149.68336486816406,91.58761596679688,224.86000061035156,432.98602294921875,155.0317840576172,206.0375518798828,83.71619415283203,271.78790283203125,506.8100280761719,626.2337646484375,559.6212768554688,220.225341796875,88.44000244140625,98.28229522705078
2025-08-06,212.80197143554688,523.0994262695312,195.91476440429688,179.40988159179688,771.4692993164062,301.1540222167969,345.6199951171875,248.7368621826172,255.9857635498047,68.79459381103516,289.9403991699219,45.16876220703125,76.7531967163086,720.8809814453125,140.4449920654297,91.683349609375,1115.274658203125,96.1649169921875,294.7930603027344,43.96829605102539,244.23912048339844,169.3469696044922,743.64208984375,194.89498901367188,78.6629638671875,23.515920639038086,448.537353515625,130.35035705566406,194.82582092285156,280.3794860839844,222.30999755859375,319.9100036621094,103.11915588378906,384.6179504394531,305.9231872558594,75.08977508544922,87.77256774902344,102.96149444580078,237.1241455078125,131.30224609375,104.6130142211914,149.4290771484375,91.49917602539062,225.0399932861328,426.4946594238281,154.4565887451172,204.3319091796875,83.20491027832031,271.94769287109375,507.8663635253906,631.030517578125,566.6630859375,219.93614196777344,89.0199966430664,98.24268341064453
