date,open,high,low,close,volume
2020-05-28,172.55723911696234,175.8128447737856,172.2135370614424,173.18734741210938,33810200
2020-05-29,174.45712104187402,175.92740760351523,172.2421637494854,174.95358276367188,42130400
2020-06-01,174.27573351783732,174.7149140285798,173.2446419269881,174.5526123046875,22622400
2020-06-02,175.90831405939235,176.6243587570561,173.13961372227922,176.53843688964844,30794600
2020-06-03,176.45251757462225,177.52180634351802,175.26865174622563,176.9680633544922,27311000
2020-06-04,175.95604613904365,177.42631811528722,174.04659368949996,174.63851928710938,28761800
2020-06-05,174.35208395269206,179.23073513676752,173.76970042147488,178.7247314453125,39893600
2020-06-08,177.52179393272417,180.0136299251493,176.08970461680087,179.8322296142578,33211600
2020-06-09,179.4885514465179,182.06630964412432,178.78204871231318,181.20706176757812,29783900
2020-06-10,182.47683540252,189.53226190698962,182.3622583446839,187.92831420898438,43872300
2020-06-11,184.38629115081167,186.89721136143893,177.6459259436924,177.8368682861328,52854700
2020-06-12,181.91356347610142,183.04014821353974,176.7962293435296,179.24034118652344,43373600
2020-06-15,176.2233940561889,182.1808918134006,175.67919303595784,180.38600158691406,32770200
2020-06-16,184.15714454580453,186.7253604719704,182.79189301007654,184.80636596679688,42556700
2020-06-17,186.20028762269152,187.43189283011398,184.92095774990133,185.44606018066406,25687800
2020-06-18,185.2169126322436,187.59418649761048,185.2169126322436,187.431884765625,23061600
2020-06-19,189.5990954500768,190.26740095716144,185.57014923426544,186.31483459472656,44441100
2020-06-22,186.92588096506464,191.6708724785976,186.39123649615428,191.48948669433594,32818900
2020-06-23,192.94064257672042,194.7164341520456,192.3105196959349,192.768798828125,30917400
2020-06-24,192.47286811969934,194.0481610166315,187.66103840432322,188.88308715820312,36740600
2020-06-25,188.84486850692002,191.52764712810412,186.62035443908522,191.26986694335938,27803900
2020-06-26,190.68750071610512,190.84026043715716,186.0570863944701,187.44143676757812,54675800
2020-06-29,186.91632647376247,189.5418239761008,184.7872907599883,189.45590209960938,26701600
2020-06-30,188.92122702942044,195.1460314274732,188.78756594278659,194.29632568359375,34310300
2020-07-01,193.9431090914506,197.0077870680301,192.63513866088167,195.43247985839844,32061200
2020-07-02,196.36808625569842,198.6021567312865,195.7188794044441,196.9218292236328,29315800
2020-07-06,199.37549412509813,201.57136751930722,198.66899142164925,201.16082763671875,31897600
2020-07-07,200.92217255815737,204.95111922366993,198.573553718546,198.82177734375,33600700
2020-07-08,200.5593426097686,203.60490699294047,199.2418157737364,203.1943817138672,33600000
2020-07-09,206.53593793805533,206.58367716565738,201.8959676336942,204.616943359375,33121700
2020-07-10,203.94864443444519,204.3878249787219,201.52364584152227,203.9963836669922,26177600
2020-07-13,204.7696857402396,206.02993140575356,197.1509742058901,197.69517517089844,38135600
2020-07-14,196.7977427138655,199.39459949227412,192.88335894065565,198.917236328125,37591800
2020-07-15,200.07244971421295,201.76231941702616,195.7475405543772,198.6212615966797,32179400
2020-07-16,196.10073468652342,196.38715542949362,193.15063454024784,194.687744140625,29940700
2020-07-17,195.21291202231237,195.75709850569794,192.2723529041792,193.6949005126953,31635300
2020-07-20,195.71888148175816,202.68838602860433,193.8189709975405,202.02008056640625,36884800
2020-07-21,203.98681212222417,204.2541343042326,198.61169872433393,199.29910278320312,37990400
2020-07-22,199.7287294402567,202.68838665509594,198.9554035053253,202.1632843017578,49605700
2020-07-23,197.80975607251406,201.3708813021191,192.9979270791903,193.37026977539062,67457000
2020-07-24,191.34623758651531,193.6757720198578,188.56798064012895,192.1864013671875,39827000
2020-07-27,192.34871831188454,194.73553417958752,191.7663346574463,194.6209716796875,30160900
2020-07-28,194.39180574531326,195.43245382616968,192.6064723801774,192.87379455566406,23251400
2020-07-29,193.33207098993546,195.38472665720974,192.86424986998557,194.82144165039062,19632600
2020-07-30,191.9000005238427,195.203360176597,190.53474880627297,194.668701171875,25079600
2020-07-31,195.14607090142806,195.8143910377504,190.00009617315249,195.72845458984375,51044000
2020-08-03,201.94371920601316,207.78663973609935,200.91261301223892,206.73643493652344,78983000
2020-08-04,204.47376992715482,205.04661164641544,200.78852510543567,203.63360595703125,49280100
2020-08-05,205.17070942979527,205.26618790251916,201.99148315325786,203.29945373535156,28806400
2020-08-06,202.72660666170313,206.57415300938985,201.97237919186563,206.55506896972656,32656800
