date,AAPL,MSFT,GOOGL,NVDA,META,AVGO,ADBE,CRM,ORCL,CSCO,JPM,BAC,WFC,GS,MS,C,BLK,SCHW,AXP,USB,UNH,JNJ,LLY,ABBV,MRK,PFE,TMO,ABT,DHR,AMGN,AMZN,TSLA,WMT,HD,MCD,NKE,SBUX,TGT,LOW,TJX,XOM,CVX,COP,BA,CAT,RTX,HON,UPS,GE,DE,SPY,QQQ,IWM,EFA,AGG
2020-10-29,146129200,31432600,55406000,320080000,32368100,15697000,2125300,4589000,13573700,35332000,14208800,57490400,46184000,3581200,10887800,23351000,447400,14757200,5419500,6634200,3279200,7205400,4099900,8876700,9314310,27545341,1330100,4237600,2491865,2994100,131930000,67965900,15153900,2872500,2477600,4947000,8440000,2157700,3697800,5040500,38622800,12292200,15560100,14554300,3867200,14994500,3303530,5849600,24738095,1190700,90597700,43246300,27203200,30898400,11775800
2020-10-30,190272600,36953700,99878000,416820000,47247800,18530000,3127000,5741200,12602300,29151200,15194500,66453400,34592400,3658800,14907400,26962800,530400,13154600,4736300,6210100,3556800,7364100,4335300,18089100,11096748,25631067,1251900,4433200,2930882,3262500,167728000,127533900,18601800,3872800,3450900,7791600,11400700,3694100,3948900,8293400,47885700,17191600,15681700,15374700,4373500,14571800,4657260,5240500,20539191,1306200,120287300,65838300,31764500,35889900,10610000
2020-11-02,122866900,30842200,44228000,299652000,27165700,11757000,2479000,3953400,11413200,23483100,15011600,59756400,38401200,2459600,16337800,24310800,462400,12719800,3572900,5915600,4519000,7088000,3449500,10781400,8145475,21430666,1656000,5907100,2831618,2029000,145148000,87063300,16575600,2956400,2983200,4740400,8904900,2674300,2978900,6244500,40130300,11475500,13762900,13854600,4072400,9750800,4454396,3924000,21844975,1435900,86068300,39987400,25252100,24388600,6667900
2020-11-03,107624400,27512000,31432000,272900000,17961900,15457000,1758600,4151400,8911200,27342900,17482600,65106200,38427000,4545500,13142200,29985200,560400,12927300,4004300,6210400,4043900,6363000,3628400,8518800,7693578,21636617,1714300,3870100,1871690,2533600,97958000,103055100,15413100,3037500,2615000,3490900,6910400,2545400,2908200,6085500,36773000,8608000,12131300,12249800,4843600,7740500,3946708,3142200,19636808,1571800,93294200,43604100,30257400,26474500,7519700
2020-11-04,138235500,42311800,71342000,410228000,35364400,21277000,4524300,6505400,12054900,30121900,18886500,88845500,47203200,3868500,17378000,25956400,811700,15044200,4545500,7494700,10344900,10263500,12211700,25849000,14731422,40870536,2300100,7421200,3420886,3810000,136780000,96429300,17927400,3525300,3360800,5061800,10509400,3156600,5006500,5937200,35410100,10925700,15178400,11344700,9081700,8662000,4582035,3530000,25465824,1992600,126959700,75728200,45226300,26490200,5308700
2020-11-05,126387100,36080100,39758000,319028000,23823600,21783000,2401000,8961700,9017100,23149700,17837400,74722600,38319700,2892800,9444300,24945100,714400,9876000,4197300,5535900,4786500,8016200,5731000,8013000,9277210,33926995,1526100,5139900,3823130,2070300,115786000,85243500,14202600,2516600,3622000,3940000,6169700,3114900,4088100,5886400,30824100,10627700,10316600,12328300,4821600,7446700,4864791,3998300,17215987,2031800,82039700,52054200,31911000,28528300,5293900
2020-11-06,114457900,25231900,28622000,383348000,13891000,13545000,1956300,3798600,7510400,19475300,12552800,55454500,29502900,2475100,6453900,17705200,493900,6824100,3126300,6210300,2994900,5942500,6229800,7006900,6945515,23870676,1367000,5644100,2643242,2028500,92946000,65118000,16198500,2839100,3916100,2954000,6626100,3498000,2672900,4544300,33985600,8366900,10484500,8995600,2983000,7849800,3268198,2960000,16878656,1481600,74973000,40959800,24930400,21980100,5929700
2020-11-09,154515300,44395000,53440000,582976000,25117700,24088000,3625300,8777500,11486600,42649500,47792400,178378800,102118900,6960500,24243300,56895200,870000,14747800,17261700,16088500,4635300,12351600,5493800,11028900,11184046,230153864,4192000,13990700,4380926,2996200,143808000,104499000,28198500,7856400,7981200,7491700,16225800,5092800,10765200,17552700,76879400,24015200,17614500,49014400,5969600,19021200,8207047,9453000,38779589,2219500,172304200,86537100,55052700,43606500,6625300
2020-11-10,138023400,44045100,43022000,644068000,29067700,26784000,4920300,6863200,9015900,31514500,20539300,77694600,49029100,4166500,15502900,33275800,758000,10791600,7056800,8062400,3733200,7386500,5377000,12267200,8593914,80091668,3377200,5243500,7031050,3742800,131820000,90852600,18199200,4828500,4255600,8014700,10474700,3577900,5925100,11527600,49055400,15039700,20650600,46404300,3499100,14358600,6241014,3329800,33051594,1852800,85552000,69024900,35492200,37172600,5146300
2020-11-11,112295000,29440800,31838000,404744000,14957000,15133000,2634200,4163400,7724400,27332800,14443400,48360900,38309200,2680700,9731600,29719600,455800,14938300,5642700,7680500,2048200,6382400,3046800,9476500,5741678,58980997,1917800,3994000,4396944,2244800,87338000,52073100,18805800,2987900,4126900,6058700,8296500,3336500,4551700,8292800,34124500,11640600,17225000,29907800,2345500,10124700,3436049,3240200,17543666,1659000,58649000,36102900,23972600,16643200,3044300
2020-11-12,103162300,21593900,26474000,365812000,12899500,12160000,2115000,5607000,7324000,29368300,22063000,67912600,34505900,3005500,9889500,28457400,501700,9621300,4941200,8025000,2907300,4710300,3463400,7646600,7464799,46767877,1463800,2816800,2612448,2438200,87240000,59565300,12564300,3818600,4253200,4780400,7058400,2708500,3893900,5177300,30933700,8920700,10944500,20288400,2185500,8345100,2822048,4070000,15954303,1275700,67546200,34414600,33986800,24076600,7740800
2020-11-13,81581900,18621100,29744000,346312000,10391200,10997000,2965600,5160000,5870300,49106400,11847900,52421000,30056100,2832100,9919100,18632500,664100,7519300,4811500,5968700,2442100,5893500,2142700,6888600,7694206,40175634,1160800,3918900,2804208,1767100,75124000,59313300,19738200,3939200,3072100,3986100,5516100,2765800,4036000,9557100,29241500,10890300,11997500,19724500,2120200,6824200,2498867,2628500,26078809,976700,62892200,24806900,25440400,21594600,5125300
2020-11-16,91183000,24953300,25468000,413776000,12970400,12100000,2522200,5712600,6309200,34572600,19858600,57396700,36954800,3004700,12201400,26699400,607600,10664000,5339100,7642100,2790100,6266400,4957600,8611300,9503474,75530167,1737500,4144900,2426102,2069200,76174000,80515800,34560300,5360200,3702100,6116200,9371300,5035600,5005400,7357000,38596800,18980200,18701200,40562800,3902400,12885000,5197627,4406300,23830013,1927500,74541100,30168400,31812300,20294600,7951400
2020-11-17,74271000,24154100,21314000,312028000,15040300,11950000,2407600,5090700,5569700,23140900,14553200,46402300,29490400,2722900,9599100,18970000,768900,16788600,4023200,7384500,2557600,7297700,3619200,11593500,9509133,46984500,1546600,3793000,2707313,1935100,68894000,183564900,42711600,8532200,2443100,7002900,8722300,6299900,5642100,10970600,26521100,14329000,14466800,38299300,2110800,11134200,3658116,3627800,18127238,1411100,66111000,21843500,26154500,18574500,4650100
2020-11-18,76322100,28372800,20108000,510924000,12152900,13517000,2063200,5880500,8998800,21327700,12571200,54416700,44318300,2856200,11536700,25824000,509000,15442400,3264300,7324800,2722500,6661000,2795100,8880600,8678174,63442700,3527800,4545700,3241646,2466200,58336000,234132000,24936900,5122200,3095200,5572800,6039500,13092300,18087800,16395900,31068000,10583700,23319600,65990700,3165100,13392600,4692060,3393500,29867932,1618400,70591300,28069600,24377800,15018000,6191100
2020-11-19,74113000,24792700,20106000,565936000,12963700,14555000,3132700,8084600,9643100,22177700,10202500,46423000,44560000,1505200,7220200,20262400,471200,11022100,3249800,7476300,3935600,7987700,4626100,7550300,7037110,43261800,2093500,3548100,3125124,2595700,60206000,187425900,18590700,3929400,2840500,4642800,4252300,6834900,9393700,11004400,26954400,8820200,12504100,34236100,2012100,8929000,3462043,3143600,17490999,1700400,59940900,22718400,20187600,24048000,6680800
2020-11-20,73604300,22843100,27694000,341088000,18114700,16140000,1849900,7286100,8395800,19776300,12718900,40538000,38469100,1848100,7739900,15471100,396200,6365800,3702300,5242500,3702000,6354900,5063800,9682500,8415440,60633800,1868600,4075300,2654297,2956200,67488000,98735700,21937200,4111000,3932600,4318100,4609700,6652900,6005800,11048000,18351000,8294600,12037800,18230900,2449800,5833800,2502899,3988100,16078116,1614900,70417300,25907300,24898800,18571900,7217400
2020-11-23,127959300,25683500,22530000,361356000,20990800,12212000,2370000,5383600,8235900,19651400,13209200,45421200,40691400,3371300,12647400,28923200,505400,6970600,3022900,5943400,2535700,7318300,3794200,7541500,9498548,43673100,2251300,4105500,3152647,2032600,94178000,150780900,18557100,3294200,3010300,6118400,4803200,5755700,6978500,8273500,29367600,13379300,14643900,28372400,2403500,7208800,2977590,3770900,21708341,2094900,63230600,26875600,24816000,14340300,4739000
2020-11-24,113874200,33979700,27984000,346500000,16930400,13455000,2584900,5797300,10427200,22849700,20121600,80387800,80523400,3915200,22357700,32890900,652000,10115700,6163400,8718100,3759700,11034800,4127000,9322200,12790840,42485300,2832500,7316300,4445335,3198300,72042000,160945500,17155200,4773400,3870900,7204700,6319900,4688400,7190200,11804200,46979300,17257400,15439200,31132000,3447000,10570500,4300870,5371700,35369990,2345300,62415900,24516800,34945400,23399300,4696800
2020-11-25,76499200,21012900,19600000,259916000,12467000,11787000,2634500,26394900,6848900,22617700,11715600,57249900,38875500,2272800,11509700,28250500,401200,9898100,4646600,5407800,3145100,7594600,3223700,6368100,6023590,26955800,2650200,6224100,3616255,2550300,75808000,146790600,13833300,3001700,1889200,4484500,4027100,3780700,5228300,6905600,28178200,10556600,15644800,19254100,2506400,5374200,2582792,3497700,22044528,3037900,45330900,23326800,21082700,19214900,4125000
2020-11-27,46691300,14512200,14790000,167276000,7808400,6846000,1815500,7395000,5627000,10769500,5983600,25971600,20281400,1050400,5581500,14267100,313400,4626600,2447700,2871800,1558600,3059000,1754000,4418800,5644528,25277000,899700,1979000,1587322,1698300,47858000,112683300,10999500,1625300,1394400,3506800,2169700,2371900,2081300,5435200,14971900,4627700,4694000,9970200,976900,5103400,1521686,2216600,10865436,1072200,28514100,17163100,10384400,11839100,3436200
2020-11-30,169410200,33064800,32418000,286952000,16693300,15454000,2787000,18966400,26676900,34741600,14411800,63567900,48211000,2705400,15610700,23359300,888400,21664600,3517700,14916400,5265700,15663200,5842200,20726500,14501910,65425900,2557000,5702300,3744396,4857700,81278000,189009300,32695500,4624100,3413600,9652500,5197300,8010000,7292400,25960400,45614300,14288400,20248600,16501900,2382600,10730800,6860108,4708600,25100464,2342200,83872700,27836200,25481600,46146500,8688500
2020-12-01,127728200,30904500,37350000,296948000,20738900,18181000,2531100,18872000,11855300,23942500,12668900,50255100,41924200,2577600,15857200,23497900,549500,12399900,3583400,6850700,3817700,9738200,3954400,7623500,10166543,72499700,3041900,4265200,4376189,3050600,90740000,120310500,22935300,3942400,4224800,3833100,4970000,5034900,6103700,10487600,32472900,9913600,12424900,15754200,2710200,6544600,4027026,5371500,17408658,2086400,74231400,27521300,30265000,29860500,5190800
2020-12-02,89004200,23724500,29424000,283360000,17361600,10031000,2107100,52225500,9330400,17422200,10811300,45257500,35508000,2136300,10790700,26796800,484100,6785000,3271900,5822700,2864300,7745500,3757400,5492200,7165805,84347500,2003400,3444700,2398692,2641200,62586000,143327100,23547000,4168600,6223700,4132700,3377900,3109300,5133100,6283500,29369500,10509600,12460200,25912300,1971000,5401600,2609954,3853300,15496290,2773200,45927000,23620000,20142800,20864700,6121000
2020-12-03,78967600,25120900,24728000,199520000,12921700,16120000,3062700,21395300,9783900,27710700,12904400,54013700,41264600,2142600,11757900,18776100,604400,7579300,4285100,6192000,4169200,7310500,4059600,4693600,7085109,68570100,1488100,3846300,3607344,2167800,57840000,127656000,25725900,4168900,3732500,4930900,6264100,4214600,4870100,7399800,27038900,8249800,16215400,45945100,2903900,6893900,2948943,2844200,18348801,2079900,62882000,22828700,19603600,16572700,5198400
2020-12-04,78260400,24666000,20544000,202244000,10880300,20083000,2749800,20504800,10872700,17319800,13583700,66188200,47168800,2373000,10169700,24696000,816100,7371400,5048600,6634900,3255100,6747100,3058600,7235800,8651554,35368100,1650000,4686800,2843801,2008800,58272000,88203900,20889300,7732800,3151100,4344000,6952700,2935700,4709100,6593800,28723600,10791100,12730500,29378400,6086200,9297900,3393927,2766200,27090138,1655000,50749900,19332100,24415700,18956100,5896100
2020-12-07,86712000,24620000,22288000,223244000,13007700,19707000,3441700,12864100,14922900,14086800,9724300,42197800,31713000,1788600,10402100,21280900,680600,7657100,4253700,7054500,2999400,6634700,2637200,6532500,8829190,48253700,1263500,6928000,2081724,2250300,55026000,168929100,18479100,6379000,3826000,4590800,4514800,3430800,7306800,4979900,24899400,9398400,10586100,33246700,4587400,4913800,2753401,3117200,19542810,1598400,48944300,20851000,14671500,19537700,6127800
2020-12-08,82225500,23284100,19936000,271920000,10747700,18121000,2175700,12116800,15237800,13348500,9592100,33869100,32209500,1371800,6386200,15511700,598200,7494200,3623000,5289500,2471200,8339800,2754400,6688200,8664969,87039300,1433700,6643500,2292434,2124500,65726000,192795000,20716500,5338100,2709400,6953600,3911300,2682200,6737300,4290800,32573800,7627300,10575500,19682000,2001600,4364900,2442740,3885000,18735107,1303600,42458900,18341500,20165600,12428100,6807000
2020-12-09,115089200,32440600,31728000,401300000,25189700,20908000,3449100,15651800,12204100,22679800,13073900,54886300,35276000,3552300,10145500,27278200,489400,5592000,3622800,9415200,2600400,8440100,8364400,7350700,7168320,86118500,2417100,5742400,2820226,2210000,82016000,213873600,20139600,4550100,3010900,4341300,6629900,2853800,11093300,6692000,37824800,11129400,10773100,19043600,2915500,5329300,3126130,3327300,25307401,1373800,74098300,48839300,29507600,18355000,6975700
2020-12-10,81312200,26733300,28688000,207764000,20065100,26244000,3922000,9258600,14219900,17741500,13668400,58859600,31730200,2541700,8888000,25866600,438600,7825300,2818800,7318300,2896900,7392900,6430600,6285700,7349205,57749200,1564300,4828500,3682356,1558100,60604000,201249600,20652300,4234300,2956400,4511000,12939200,2643700,6647400,5662000,38058700,11992100,14997800,16185000,3109400,7497900,3169419,4708600,19195227,1158900,57735400,27519500,21245300,20871300,6192200
2020-12-11,86939800,30979400,18628000,209264000,14391400,26664000,3561300,8214400,16209900,14577700,9981600,40538400,29779100,2077300,9034200,20960000,488100,7629500,2942800,5266800,3071700,5977400,3441900,5205200,7979158,60737000,1192500,4719000,1656355,2019300,61294000,139425000,16860900,3454500,2770800,4172400,6262600,2676500,5292600,7478000,25478800,9584500,14242300,17311800,2673400,7185900,3311063,4777500,17853791,1403600,57698600,26760400,30865000,21812000,5636100
2020-12-14,79184500,28798400,33050000,270156000,16376900,26116000,3945200,8508500,16193600,16112300,12112400,40267100,28378000,1927800,10236600,19688300,658500,7981000,5336300,5518000,2479000,8547300,4390100,8272700,13139300,94809700,1745400,6250000,2171400,2904700,83116000,156121800,25088100,4576800,4745000,7599000,5156200,4016400,4654000,8653000,30595000,12198400,17094500,19231200,2533600,10849300,3549363,3388700,15913996,972900,69216200,28804800,32237700,26176400,4705600
2020-12-15,157243700,27000600,21352000,193016000,23979500,21207000,2558600,10766800,15506700,18159400,12590200,43672700,38866200,2348000,9718800,16044400,617300,7674600,4528900,5787400,2616500,7612600,6974300,12101000,10087838,65712800,1129100,5256600,2360904,2566600,66390000,135214500,31871400,3754100,3798200,7637000,5195200,3487900,4764700,5923400,27138400,11775300,9853600,18993700,2360300,7769000,2655153,2555300,17377921,2051100,63865300,25709000,26807000,24075700,4217800
2020-12-16,98208600,35023300,24676000,223116000,15885000,23160000,2555600,8821400,16119900,16192000,11169400,42463200,35204800,2400900,8806400,14988300,849400,7448000,2943700,5711600,2365600,8486100,6009900,9182100,9487649,56515300,2058300,4458700,2009983,2589100,88552000,126287400,25650900,4669600,2682000,6573400,6409300,2193700,4443500,6656100,34273000,9892900,9311000,17858400,2031800,5621100,3108836,3421600,11800604,1210700,58420500,25461900,25494600,15642300,4467900
2020-12-17,94359800,32515800,34880000,231384000,16377800,17152000,2178400,9946900,15320500,16141600,11618000,43182700,42870500,2983600,7197500,18229900,832200,7291000,3746700,6017900,2525700,9920300,3521100,6360600,11710038,52036400,1765800,3924300,1819802,2510400,69486000,168810300,30679500,4247000,2558800,8727000,4535700,3495300,4471500,7665100,21204600,11748900,9294200,17465600,2296500,5769900,2279346,4386900,12528955,1525000,64119500,23730500,23834200,18633100,6610400
2020-12-18,192541500,63354900,85256000,342064000,26693200,45243000,4667400,11845400,33728700,41027000,28954800,82817200,53716400,4088100,15499800,28712700,1610700,16739600,8394100,14375000,8742700,17137200,7356400,13906800,33161759,60259200,3379600,10669800,4761739,5888900,119914000,666378600,41384100,9817000,7929100,17970800,10215000,6715800,11916900,17358700,46596800,27427600,20819300,19092800,5262700,16809800,7094058,8581300,23023775,3274100,136542300,41173400,37033400,27367900,3874700
2020-12-21,121251600,37181900,33974000,302332000,16553700,19096000,2412900,9219000,18210200,19865300,28323600,93397400,52731600,7408500,14787800,31906100,631800,7605400,4528300,10715700,2892700,7893400,3655900,6664600,11140764,40891800,1282200,4544000,2800486,2311400,76736000,174135900,25553100,4339000,4342500,16111300,7175900,4077400,5153100,9790700,27869500,11430500,10998100,18726500,2071000,8351700,2618018,3180000,17218374,2147000,96386700,37095500,30873000,31488000,4818300
2020-12-22,168904800,22612200,20370000,185580000,17312900,17929000,1701500,10339600,17136000,16024000,11788200,39054300,25655900,3599800,9807000,17851600,596900,5444100,3632300,8468900,2069700,4699500,2447900,4002900,9052414,33634400,1043900,3426400,2057585,3571600,47388000,155148000,37599000,3140100,2772800,6339400,4302700,3103200,3274200,4909000,21792900,8585800,9189600,13280000,2493300,4028200,2142796,2489200,17858164,1531700,47949000,26176300,21919700,20355000,4516500
2020-12-23,88223700,18699600,22974000,179144000,14329000,10533000,1428300,7090500,13075200,12032600,14973200,52537200,38383700,3376100,8772500,16579100,752600,4254100,2725200,6693000,2348100,4607300,1697300,3659100,6056078,36182000,1241000,3149500,1977722,1763500,41876000,99519000,20430600,2337100,1658800,3388300,3817300,4753000,3613700,2829900,19085900,7223100,6137600,10869000,1862500,4312900,2171549,2553800,12139419,938600,46201400,21201300,18392000,13577300,4157700
2020-12-24,54930100,10550600,9312000,97884000,6702000,4123000,589200,6146300,3796500,5720500,4164900,22632300,14443700,968100,3126700,6824400,173300,1633100,707000,1980900,1360600,2114900,627200,1378600,2957456,14790100,442100,1451500,689208,955400,29038000,68596800,9054600,1093900,1047700,1821900,1949200,1941200,1044600,1656800,8039000,3335600,3530300,6398500,585700,1758600,800949,1006100,6029070,289900,26457900,16785000,8904900,7252900,2214500
2020-12-28,124486200,17933500,27650000,212564000,23299700,10625000,1515400,6422500,6463500,13458400,8072600,32861200,21658500,2793400,7417100,14414600,272300,4635000,1878700,4330800,2308200,3855500,1482000,3948900,4804242,26993700,736500,2034200,2385833,1495100,113736000,96835800,19344900,2633800,2550100,4081500,5055200,2442000,2635000,3696100,23877500,8051900,6178200,9090600,1508800,2938000,1820358,1861700,10793588,691900,39000400,22497700,27168400,11142200,4567200
2020-12-29,121047300,17403200,19726000,170372000,16383000,9593000,1434100,6122400,7770200,11829000,8389200,33291900,19584400,1430900,4701300,10800400,318400,3421500,1860400,4083400,2275700,5212000,1712000,5096400,5708037,23152100,803200,2834400,1955501,1564400,97458000,68732400,17938200,2572100,1665700,3232400,4780900,2359700,3326100,3563900,20287700,7670800,7003100,14593800,1490300,3670100,1620784,2864600,10640944,892800,53680500,25871900,33901300,17541500,4300100
2020-12-30,96452100,20272300,21026000,225396000,11803800,10553000,1529900,4724000,6192000,11043100,7398000,26370100,18519300,1566500,5283200,10770700,355300,3971500,1954200,3157400,1866000,5412800,1413300,5328400,5933357,24889800,714800,2415800,1609882,1891400,64186000,128538000,18751200,2511400,1855000,3052100,3654100,1935200,3227000,4476100,23807300,7901800,6268900,10812600,2720600,5015500,1699828,3107100,10156427,792800,49455300,18138100,20595700,15147100,2762200
2020-12-31,99116600,20942100,21070000,192424000,12900400,10211000,1462100,6011100,6928600,15105500,8580200,28716000,21081200,2043100,5297400,12500700,361500,4085100,1747800,3778500,1969000,5099900,1643600,6148100,5511118,30796500,967200,2982200,2070444,1821000,59144000,148949700,17814000,2607900,2610900,2949900,3566300,2571300,2335300,4563800,22786500,8350700,7612500,10487600,1717800,4177000,1492190,2349400,9570828,805300,78520700,21611400,24747700,34218500,4834700
2021-01-04,143301900,37130100,37324000,560640000,15106100,24171000,3612900,10319900,11249900,24392500,16819900,51483900,31421600,3572000,14014600,21286200,623600,8650000,3472100,6738800,4203800,11765900,3164800,9523400,10502637,33565700,2220400,6192000,3601140,3088200,88228000,145914600,32182200,5002000,4055400,6178500,8041500,3463100,7243400,6330500,27764700,9234900,8597600,21225600,4078300,7660500,2470963,4304000,16040798,2800000,110210800,45305900,33664200,26703400,6414100
2021-01-05,97664900,23823000,20360000,322760000,9871600,15069000,2010100,8657200,11005700,17763700,13731200,48507000,37360000,4207100,11120400,20213100,431400,7995700,2112700,5334600,3160500,9602300,2322600,6823800,10956526,29909400,2046700,4322800,4187023,2494000,53110000,96735600,26498100,3822600,2576100,4163100,5721900,4843300,3911900,4878700,44035100,13414800,12393600,19338300,2933700,6436800,2304598,3967000,16793346,1829200,66426200,29323400,27442900,19748500,7477900
2021-01-06,155088000,35930700,46588000,580424000,24354100,17226000,4156600,9789800,8685400,21823100,24909100,107002800,73507500,6383500,18334300,38106600,730700,16551800,5861500,12378300,6561400,8230100,3619700,11017500,10521396,34962500,2112300,5539600,4472971,3754800,87896000,134100000,21918900,3949200,3083400,6072900,5017200,5610100,4937000,6499100,36484800,13916800,11035300,16202200,8034700,8753800,2915522,5061400,26400690,2778300,107997700,52809600,52952200,25426900,10687200
2021-01-07,109578200,27694500,41936000,461480000,15789800,21267000,2901200,8443100,7382800,18218800,21940400,74358500,50634100,4009700,13530400,24161000,656000,10949600,8696600,7778600,3366700,7747200,3025500,8196000,10447931,27809500,2144400,5568800,4168186,2647800,70290000,154496700,20538000,3833200,3142000,5256900,5057000,4226700,4144100,4631000,29528100,9286600,9648200,14474100,5297500,8771400,2182795,6024300,15105891,2227300,68766800,30394800,24031400,18783700,6639400
2021-01-08,105158200,22956200,35484000,292528000,18528300,15271000,2266100,7301700,7751700,20936300,12035100,44641400,32324700,2800800,12896700,20747800,622900,9165300,2934500,6574400,2947800,8228900,3438100,5345900,9563105,33462400,2221700,4242200,2591467,2511100,70754000,225166500,24478200,3757700,2639100,3950500,5869700,3321500,4971200,6306800,28628200,11152100,9448700,14144000,3186600,5158100,3478913,4844800,14590235,1781000,71677200,33955800,29017000,25272200,7335700
2021-01-11,100384500,23031300,34796000,518344000,30412300,11660000,2382400,7199000,6284700,25058200,15937900,51868200,33739300,2649700,9077500,20454000,614400,8766100,3311000,5631500,2695100,7066200,11396500,6334200,13488179,47286900,1669600,3177400,1738474,2600500,73668000,177904800,26264400,3764400,2545400,4252000,4257400,7219100,3005200,5863300,38246200,10635000,10839600,16770300,2540800,4569000,3118173,6127800,13493535,1303700,51034700,32746400,20945100,23190200,8610100
2021-01-12,91951100,23249300,29528000,291476000,26383500,13846000,2964900,10736000,7758200,20145000,18033500,68166200,59146400,4814400,11831100,20162800,675900,12194500,2671300,5901900,2372500,6903200,7179300,6106900,10128606,47831100,2039000,5777100,2499648,1771500,70292000,138812100,23373300,4030900,2952000,3678800,4332600,3866700,4036900,5918900,36915100,10923900,13013700,12836200,2466100,5356200,2651227,4612100,18346073,1952300,52547700,29266800,24892200,20914000,7269600
2021-01-13,88636800,20087100,23432000,210028000,19528900,13118000,2105900,6839200,8298000,19367300,14816800,43172800,35734800,2413800,9852200,18541900,848600,17171700,3678300,5536300,1974500,6643100,7303900,9821300,10093812,31027900,1410200,6047100,3674686,1412300,66424000,99937500,16069500,3921400,2069800,3330100,4804500,4098200,3291800,5724800,29000300,9723300,11839900,8570500,3154700,7032600,2275951,2643000,10776915,1203800,45303600,22898400,22782200,15580700,6788500
2021-01-14,90221800,29480800,29212000,283120000,29739400,19692000,3508300,6548000,10258600,22333500,18565600,48483500,55856900,3192200,9854300,29108900,1642900,9165800,3404700,6949400,2919900,10030800,4413200,8268800,11366398,30272000,1426700,4391000,2333494,2594000,61418000,93798900,23017200,4641400,3666700,4104000,4528300,3321200,4090900,4167200,35474800,13950200,12857900,12446800,2486600,9712500,3884852,2625000,11879594,1370800,49989100,23500100,33913700,22607500,6610500
2021-01-15,111598500,31746500,31444000,277780000,24942900,18165000,3200400,8525600,7532600,30271700,27881000,57684300,91993100,3863700,12882600,38295300,1174500,9952400,3948200,8547300,3777000,7630800,6624600,9196200,10203538,34287800,1892600,4480100,2932236,2855200,84880000,116332800,35920500,5131700,3593700,6412400,5522900,4289900,3727200,6382900,42411300,10244600,30004600,11103300,3317100,6980800,4124638,4816300,14768762,1766300,107160000,35118700,41043500,27355900,6447700
2021-01-19,90757300,30480900,41660000,226188000,28028500,18819000,4419200,7753800,8903400,28868800,19843800,78130200,43806800,6727800,14897700,27022400,852400,8277200,5818500,12398000,3361300,9057600,7729100,7723800,8467316,33451300,1758700,6820300,2544655,2172900,66102000,76101000,24123600,3615800,3331600,6537800,6519600,5347800,4683100,4990600,24932600,9574800,14498800,11947200,2361200,7381800,2818334,4537400,12740305,1509600,51233300,24537000,19744300,20162300,7601100
2021-01-20,104319500,37777300,64152000,258572000,25199900,14710000,3859000,9857700,7025000,16499400,16028800,53920000,29949800,4792600,16133000,17448900,747600,9798200,4090200,12256200,3036800,6839900,5335800,6554600,11097901,35400100,1257100,2952100,2313754,2768200,106196000,76997700,23775600,3498400,4077700,4654400,5844300,3443200,3899800,4558500,22342400,8735400,21178000,9727000,2501100,4657700,2601996,3029800,11840751,1327500,61836100,30728100,25474200,14419000,6229100
2021-01-21,120150900,30709400,58634000,337780000,20838700,15749000,2768700,6785900,6943600,17488400,13411700,49626600,28240600,2516000,13591300,19394600,639600,6367000,3654900,12365900,3749800,6818000,8698800,5417000,9043716,33829700,1514200,5028100,2684414,2215900,98722000,61563300,14325900,4397900,2674900,4011200,5731500,4585100,5322600,4314100,29044500,10393100,16897000,11091300,1951200,7366800,2870111,2002800,13162304,1931000,47840100,25130600,21180500,20536300,8301000
2021-01-22,114459400,30172700,32744000,246820000,21954000,16248000,2534300,10186100,9896700,14643400,12933200,45314500,24476100,2568800,15460000,24740400,565700,5472400,2954800,9036800,2585100,8137000,6128800,5185500,9436926,26271200,1936600,4163900,3057444,1866600,56438000,60199500,19219500,4501900,2196400,4150500,5231600,3257100,3612300,5598500,23264800,7810600,9535400,7514600,2027000,4558100,3716365,3131600,10617570,1429900,52860500,21609400,24800200,18854700,3513700
2021-01-25,157611700,33152100,50586000,251112000,19087000,14692000,2697400,8213500,8524700,16581300,14212800,48078400,28515500,4575000,15933100,25754100,806400,7888800,6156700,9576900,2506300,9924400,5959100,6928200,9957677,31728500,1509700,4689300,2445955,1830700,74996000,123520200,19031100,4025900,2615300,5998700,5009000,3423900,4764100,6892400,26395800,7689400,10739700,14276200,3837100,10514000,5026700,3938100,18462763,1539600,70402000,39080600,33985000,21748100,4049000
2021-01-26,98390600,49169600,31462000,163980000,19373600,10742000,2363100,5021000,8186500,13087800,11307800,36373000,28026500,3296800,10899700,18760900,827900,6786900,8932500,7909200,2467500,14205700,6601500,5554600,7748283,27718700,1006300,4142400,1853530,2008900,59104000,69394800,15031500,2472200,2907800,5312300,7195300,3463600,2496200,7106200,23976800,7827800,7616300,11011800,2506000,13322200,2336216,2962400,42495519,1364200,42665300,25498100,23969800,14175200,3639500
2021-01-27,140843800,69870600,82512000,371272000,35346200,21857000,3586400,7641100,14789000,29634500,17603900,63809200,45074900,3891800,17002600,24657200,1104400,10579800,5816900,11801800,4770900,14207300,7358000,11887900,16230376,50561200,2504600,9104900,5268662,3237900,93204000,82002000,29910300,4337000,5464000,7815900,18139500,6985900,4762700,10471200,32410300,10178500,8841600,20948500,4095300,12377000,4359225,2821500,29983117,1769900,123351100,55264000,45830300,31245200,3619100
