date,open,high,low,close,volume
2020-05-28,69.52050647162248,71.72827870282323,69.47482393143548,70.42626190185547,35170000
2020-05-29,70.53501605536583,71.34443588719381,70.31404407757432,71.1850357055664,37044000
2020-06-01,70.7967045208592,71.58526438280663,70.62687065027382,71.25205993652344,25162000
2020-06-02,71.25853081300755,71.655792430528,70.59361447429669,71.62152862548828,23442000
2020-06-03,71.64089299313672,71.9542302498002,71.09068692452351,71.46957397460938,27732000
2020-06-04,71.3469073433277,71.57235738789437,69.81894796687253,70.23060607910156,26982000
2020-06-05,70.29715305504027,71.81965699433553,69.8988988668523,71.50780487060547,42642000
2020-06-08,70.82551442260042,71.9537270182775,70.73612696690151,71.90605926513672,33878000
2020-06-09,71.76701395697853,72.88728563936604,71.62399555303219,72.1066665649414,33624000
2020-06-10,72.57493747641008,73.13407689716648,72.21988814953893,72.73334503173828,31762000
2020-06-11,71.55795600242254,72.0828392479217,69.44155631952972,69.61486053466797,47144000
2020-06-12,70.80465018402187,71.23419033508823,68.81537214700396,70.1620864868164,36676000
2020-06-15,68.99860289022061,70.76193818640867,68.88488527437143,70.55039978027344,30468000
2020-06-16,71.95372336605863,72.35942585801052,70.9600807295404,71.82809448242188,30648000
2020-06-17,72.14938384823937,72.60920983291969,71.2649807086044,72.1295166015625,30610000
2020-06-18,71.99594014241761,72.15086981349691,70.82352252928263,71.21482849121094,34862000
2020-06-19,71.50680901376434,71.73026627650552,70.46399835145995,70.74407196044922,52784000
2020-06-22,70.76243952624318,72.05055220185577,70.47343250463604,72.03614807128906,29442000
2020-06-23,72.10269773253596,73.25475551732394,71.75509670337894,72.69759368896484,37752000
2020-06-24,72.66284363578038,73.2840550326423,71.01024022660584,71.14431762695312,31592000
2020-06-25,71.07082003141078,71.62201870743554,70.49082066575002,71.56143951416016,23958000
2020-06-26,71.14083539885146,71.3588295538996,67.2859228390437,67.66033935546875,97640000
2020-06-29,67.5510965388041,69.42120160808253,67.11957113332669,69.3799819946289,45074000
2020-06-30,69.36558782541128,70.71229477578841,68.871490423538,70.41683197021484,40286000
2020-07-01,70.47245669422166,71.92791828464271,70.2246616420495,71.60613250732422,42182000
2020-07-02,72.0947576791324,73.91619466883608,72.05651588265908,72.99305725097656,57218000
2020-07-06,73.89782139127526,74.98283672357624,73.34314484733716,74.46887969970703,44712000
2020-07-07,74.29409199452601,75.54496324835658,73.97479154544571,73.9857177734375,42364000
2020-07-08,74.52599101296335,75.04094065837363,74.10389915223111,74.66503143310547,31766000
2020-07-09,74.97936170940798,75.9332850768622,74.26727774875336,75.41287231445312,41836000
2020-07-10,75.14422148908551,76.53910371968176,74.52201752882867,76.42340087890625,35918000
2020-07-13,76.96616497127292,78.27811557578711,74.81202339647265,75.09358215332031,42954000
2020-07-14,74.12824302296004,75.61846094155194,73.78759017694631,75.52212524414062,38108000
2020-07-15,75.63980057926288,76.29031268421016,74.37850328273365,75.32447814941406,31026000
2020-07-16,74.56074859230361,75.27631804297296,73.90378070172108,75.22715759277344,26484000
2020-07-17,75.32596823132394,75.64973918687603,74.39191213481628,75.32299041748047,34264000
2020-07-20,75.23112104931103,77.91312341403196,74.62033585149831,77.6563949584961,30166000
2020-07-21,78.70862714428468,78.80893322941633,77.0992213881117,77.26309204101562,27486000
2020-07-22,77.25268025403719,77.81231981573042,76.6329540174062,77.70655059814453,24482000
2020-07-23,77.76017158432137,77.97965840522332,74.91280611651942,75.3180160522461,33910000
2020-07-24,74.44604426009818,75.25247869252917,73.87001533571343,74.89395141601562,29902000
2020-07-27,75.14472111823234,76.35139490251304,75.09853848495182,75.94767761230469,27124000
2020-07-28,75.72769600259622,75.77784905273722,74.5120812359818,74.66751098632812,30910000
2020-07-29,74.73454996381882,76.14134347579515,74.63572897642125,75.6537094116211,22676000
2020-07-30,74.3854642849512,76.51676846895178,74.24642385286936,76.39163208007812,36042000
2020-07-31,74.33977885205822,74.73554776577583,72.20201903175858,73.88789367675781,91468000
2020-08-03,74.03935317290822,74.37354271138575,73.08195185911633,73.63017272949219,45482000
2020-08-04,73.82631690480552,74.14412465541517,72.70008194737242,73.16040802001953,37212000
2020-08-05,73.33519668400625,73.98967917639325,73.0571083035175,73.44791412353516,29134000
2020-08-06,73.30192475022814,74.79760544622968,73.09087885001976,74.7320556640625,33306000
2020-08-07,74.93516546369514,75.48387877720482,73.80446006410948,74.40531921386719,27718000
2020-08-10,74.029405602229,74.84130303996274,73.36845981921181,74.3283462524414,20546000
2020-08-11,74.18830688826631,75.00468242533746,73.40322491329817,73.5199203491211,31098000
2020-08-12,73.84667366406597,75.06576635475058,73.74139696217233,74.84577941894531,22512000
2020-08-13,74.89395048360689,76.32210394410787,74.89395048360689,75.31305694580078,22388000
2020-08-14,75.16210085388852,75.46898996737282,74.43660535149617,74.71617889404297,21942000
2020-08-17,75.27929014145775,75.66711817659517,74.73454723488275,75.29269409179688,19990000
2020-08-18,75.78329861335308,77.33509538506462,75.56232669317035,77.25614166259766,28378000
2020-08-19,77.09276772827658,77.90566529727208,76.47254907655582,76.70146942138672,30472000
2020-08-20,76.4710667502079,78.46730061837314,76.19745643732924,78.27264404296875,26382000
2020-08-21,78.05166813375689,79.04879629821302,77.58042340984966,78.23888397216797,34838000
2020-08-24,79.07808224126646,79.8880020701012,78.21255382768275,78.71459197998047,25638000
2020-08-25,78.46382111596415,79.89296708362019,78.35358139397559,79.74250793457031,25150000
2020-08-26,79.76486364100212,82.07344239542118,79.50068682991096,81.64340209960938,52188000
2020-08-27,81.76654758378608,81.83507518777941,80.38606945778591,80.86824798583984,31350000
2020-08-28,80.91542895930002,81.50535438108338,80.72375017545737,81.4100112915039,22418000
2020-08-31,81.61559094306867,81.66177357903628,80.7098429930012,80.91840362548828,26422000
2020-09-01,81.04898775648905,82.39271656864669,80.91838828763629,82.1871337890625,22652000
2020-09-02,82.82921400260896,85.7138213739487,82.44089345757524,85.28130340576172,49522000
2020-09-03,84.39392209014869,84.41775975388319,79.83486660961577,80.91740417480469,63726000
2020-09-04,79.89892947828622,81.1895276607906,76.37175816674525,78.51895141601562,55850000
2020-09-08,75.7277080820205,77.24474148231081,75.30561618644694,75.65818786621094,54032000
2020-09-09,76.9145205406051,77.40215464450723,75.73614722752552,76.83159637451172,39242000
2020-09-10,76.97807902829125,78.14403332463914,75.47941275782985,75.77983856201172,33024000
2020-09-11,75.8841155465487,76.40799857393957,74.13964719783384,75.26885986328125,30706000
2020-09-14,76.05791920997855,77.31673886317127,74.74001306241624,74.92473602294922,42660000
2020-09-15,75.87120485456991,77.01829198977806,75.5836905116532,76.230224609375,23042000
2020-09-16,76.59571660244501,77.18614209314343,75.06179387507046,75.08662414550781,22128000
2020-09-17,73.78161024085985,74.41971096306709,72.62211180691196,73.84268951416016,40008000
2020-09-18,73.90527820347172,74.24791625874158,71.09069070381592,72.0575180053711,63056000
2020-09-21,71.0906872863727,71.50979377027438,69.6536003098888,71.01719665527344,56908000
2020-09-22,72.01927539504912,72.69710310272775,70.98540572132968,72.49102020263672,33950000
2020-09-23,72.10717125009035,72.15633169851023,69.6535966070282,69.9867935180664,37726000
2020-09-24,69.65360174059556,71.40700382535697,69.62727877351824,70.65568542480469,34552000
2020-09-25,70.76443424115384,71.80177424957328,69.90188356916153,71.46013641357422,30326000
2020-09-28,73.09535672581238,73.14500968683816,71.81866263728527,72.43341827392578,30784000
2020-09-29,72.69412780151184,73.0958523244427,72.20201563977825,72.79890441894531,31816000
2020-09-30,72.54663995974896,73.80098915091598,72.28941896718779,72.77804565429688,40924000
2020-10-01,73.67485304245847,74.24144839111797,73.33420025236212,73.8853988647461,32884000
2020-10-02,72.48157565860559,73.44493237369235,71.87178313291146,72.28145599365234,31222000
2020-10-05,72.6315529369491,73.7265018849997,72.5044313545936,73.6336441040039,21602000
2020-10-06,73.26965381491353,73.71756095605366,71.7555984119484,72.05403900146484,26096000
2020-10-07,72.46570105992748,72.94539430554703,71.1706323457871,72.45726013183594,36108000
2020-10-08,72.77060038816721,73.89186483210524,72.77060038816721,73.66344451904297,26076000
2020-10-09,74.13170347927738,75.07470056543451,73.84071121636063,75.00518035888672,32966000
2020-10-12,76.37324269858246,78.87697017179133,75.94121726115524,77.69363403320312,55344000
2020-10-13,78.31038496240312,78.71509484567285,77.39768128178348,77.81678771972656,39072000
2020-10-14,78.19071970768324,78.65004562010033,76.76554399767635,77.63653564453125,33174000
2020-10-15,76.69602546749853,78.03181374739641,76.52868444146476,77.24076843261719,31210000
2020-10-16,77.55658351214443,78.34514345056063,77.34951558739077,77.84807586669922,34194000
2020-10-19,78.25675894228921,78.654020527849,75.62441694848839,75.97350311279297,29734000
2020-10-20,75.633854601613,78.15297918871582,75.50424770864896,77.02277374267578,41670000
2020-10-21,77.95483057781071,80.20382232049026,77.82026068582488,78.75630187988281,60322000
2020-10-22,78.70714832278779,80.11841230278098,78.33372441699296,79.78273010253906,30512000
2020-10-23,80.19935535511631,81.14632281760413,80.04342551674175,81.08971405029297,30548000
2020-10-26,80.19687183701743,80.92087457366932,77.85204435340098,78.67189025878906,35826000
2020-10-27,78.90229548415006,79.5513148376113,78.30938480283147,79.3963851928711,25902000
2020-10-28,76.96963351424793,77.15832688244774,74.90735737417214,75.0225601196289,45174000
2020-10-29,75.33143128379692,78.8928663291568,75.30809370967367,77.31078338623047,55406000
2020-10-30,82.80090867371322,83.49015505977545,79.52996615344526,80.25198364257812,99878000
2020-11-02,80.6209489181996,82.34406497588512,80.1591301740816,80.65968322753906,44228000
2020-11-03,80.97947599539556,82.38179892514135,80.05336078632573,81.71936798095703,31432000
2020-11-04,84.69484549165698,87.89527527985078,84.56673131281617,86.6945571899414,71342000
2020-11-05,87.91613094031692,88.97731615159634,86.45520644116196,87.52135467529297,39758000
2020-11-06,86.96717561402848,87.8193000919502,86.23919489785555,87.38380432128906,28622000
2020-11-09,89.183895577736,90.22222819928155,87.27555637680663,87.46772766113281,53440000
2020-11-10,85.89606389807871,87.36642187641647,85.21823623503911,86.29084014892578,43022000
2020-11-11,86.82118593096598,87.54121828786089,86.55601653319594,86.76309204101562,31838000
