date,price,ma_50,ma_200,regime,ma_cross
2022-01-07,442.1863403320313,441.3437561035156,414.2250248718262,Bull,Golden
2022-01-10,441.6361389160156,441.5106268310547,414.573483581543,Bull,Golden
2022-01-11,445.6586608886719,441.7403643798828,414.9429940795898,Bull,Golden
2022-01-12,446.8634643554688,441.97926147460936,415.32345977783206,Bull,Golden
2022-01-13,440.7063293457031,442.0598461914062,415.66562545776367,Bull,Golden
2022-01-14,440.8865661621094,442.09071533203127,415.98859115600584,Bull,Golden
2022-01-18,433.0786743164063,441.92401916503906,416.2455128479004,Bull,Golden
2022-01-19,428.5817260742188,441.6367529296875,416.48107650756833,Bull,Golden
2022-01-20,423.8381958007813,441.24705322265623,416.69071548461915,Bull,Golden
2022-01-21,415.5179443359375,440.72025512695313,416.8496890258789,Bear,Golden
2022-01-24,417.2826232910156,440.29984497070313,417.0035372924805,Bull,Golden
2022-01-25,412.18798828125,439.7747058105469,417.1312075805664,Bear,Golden
2022-01-26,411.1539306640625,439.1627081298828,417.2479782104492,Bear,Golden
2022-01-27,409.1235656738281,438.5070788574219,417.3612190246582,Bear,Golden
2022-01-28,419.2843627929688,438.0196838378906,417.5045053100586,Bull,Golden
2022-01-31,426.8361206054688,437.7048797607422,417.67902221679685,Bull,Golden
2022-02-01,429.7202453613281,437.4176934814453,417.8775877380371,Bull,Golden
2022-02-02,433.8946228027344,437.2298779296875,418.11130233764646,Bull,Golden
2022-02-03,423.6958923339844,436.863046875,418.27570678710936,Bull,Golden
2022-02-04,425.688232421875,436.5243395996094,418.467919921875,Bull,Golden
2022-02-07,424.3220825195313,436.1346740722656,418.63230865478516,Bull,Golden
2022-02-08,427.8133239746094,436.01279907226564,418.8100679016113,Bull,Golden
2022-02-09,434.0748291015625,435.9097021484375,419.0195571899414,Bull,Golden
2022-02-10,426.27642822265625,435.8215649414062,419.1906182861328,Bull,Golden
2022-02-11,417.8707580566406,435.66098754882813,419.307158203125,Bear,Golden
2022-02-14,416.5046691894531,435.3426239013672,419.42983016967776,Bear,Golden
2022-02-15,423.2215270996094,435.2338519287109,419.58185913085936,Bull,Golden
2022-02-16,423.6958923339844,435.03303283691406,419.7483770751953,Bull,Golden
2022-02-17,414.6451416015625,434.47176147460937,419.8690309143066,Bear,Golden
2022-02-18,411.9602661132813,433.8333489990234,419.96066787719724,Bear,Golden
2022-02-22,407.5392761230469,433.16645263671876,420.0158757019043,Bear,Golden
2022-02-23,400.3100891113281,432.2719677734375,420.0545684814453,Bear,Golden
2022-02-24,406.3343811035156,431.5768145751953,420.1409008789062,Bear,Golden
2022-02-25,415.29974365234375,431.12166259765627,420.31338943481444,Bear,Golden
2022-02-28,414.23724365234375,430.5083660888672,420.4576934814453,Bear,Golden
2022-03-01,407.9282531738281,429.8473583984375,420.5408645629883,Bear,Golden
2022-03-02,415.4325866699219,429.4303039550781,420.66653579711914,Bear,Golden
2022-03-03,413.3644104003906,429.0646697998047,420.79867950439456,Bear,Golden
2022-03-04,410.0059509277344,428.4785552978516,420.9191032409668,Bear,Golden
2022-03-07,397.91937255859375,427.56285583496094,420.95833557128907,Bear,Golden
2022-03-08,394.9023742675781,426.5316015625,420.98407958984376,Bear,Golden
2022-03-09,405.4900512695313,425.5857330322266,421.04289581298826,Bear,Golden
2022-03-10,403.6590576171875,424.61064453125,421.096925201416,Bear,Golden
2022-03-11,398.5265197753906,423.5213305664063,421.1213934326172,Bear,Golden
2022-03-14,395.6139526367188,422.3988104248047,421.1302656555176,Bear,Golden
2022-03-15,404.3136901855469,421.4730554199219,421.17911392211914,Bear,Golden
2022-03-16,413.2790222167969,420.67442810058594,421.2745263671875,Bear,Death
2022-03-17,418.449462890625,419.98224609375,421.39269149780273,Bear,Death
2022-03-18,423.0326843261719,419.55572265625,421.54109954833984,Bull,Death
2022-03-21,422.9090576171875,419.1350744628906,421.6709016418457,Bull,Death
2022-03-22,427.857666015625,418.8485009765625,421.82737243652343,Bull,Death
2022-03-23,422.3475036621094,418.46272827148437,421.9558695983887,Bull,Death
2022-03-24,428.714111328125,418.12383728027345,422.1191586303711,Bull,Death
2022-03-25,430.8077697753906,417.8027233886719,422.2837107849121,Bull,Death
2022-03-28,433.8721618652344,417.6660400390625,422.4602975463867,Bull,Death
2022-03-29,439.2394714355469,417.63309814453123,422.65925918579103,Bull,Death
2022-03-30,436.5272521972656,417.70206970214844,422.84832275390625,Bull,Death
2022-03-31,429.80853271484375,417.72660583496094,423.0149238586426,Bull,Death
2022-04-01,431.0266418457031,417.87037475585936,423.1882730102539,Bull,Death
2022-04-04,434.7190551757813,418.25439697265625,423.4068190002441,Bull,Death
2022-04-05,429.2280578613281,418.4933056640625,423.5699217224121,Bull,Death
2022-04-06,424.93603515625,418.7482666015625,423.7009629821777,Bull,Death
2022-04-07,427.0773315429688,419.0667346191406,423.84511337280276,Bull,Death
2022-04-08,425.9352416992188,419.40296813964846,423.9717736816406,Bull,Death
2022-04-11,418.6551208496094,419.39038330078125,424.05491821289064,Bear,Death
2022-04-12,417.1038513183594,419.19573791503905,424.12625396728515,Bear,Death
2022-04-13,421.8811950683594,419.03895690917966,424.22039306640625,Bear,Death
2022-04-14,416.62799072265625,418.6936242675781,424.2865699768066,Bear,Death
2022-04-18,416.7992248535156,418.5556909179688,424.34243576049806,Bear,Death
2022-04-19,423.5275268554688,418.5124768066406,424.41644119262696,Bear,Death
2022-04-20,423.2135009765625,418.49030517578126,424.49259887695314,Bear,Death
2022-04-21,416.8849792480469,418.27173828125,424.52990463256833,Bear,Death
2022-04-22,405.4459228515625,417.69916015625,424.52669494628907,Bear,Death
2022-04-25,407.7966613769531,417.3295648193359,424.5135647583008,Bear,Death
2022-04-26,395.9865112304688,416.8918798828126,424.434033203125,Bear,Death
2022-04-27,397.0999450683594,416.5037854003907,424.3670895385742,Bear,Death
2022-04-28,407.1304931640625,416.1819647216798,424.34723571777346,Bear,Death
2022-04-29,392.0846557617188,415.54973999023446,424.25917358398436,Bear,Death
2022-05-02,394.4447937011719,415.14573303222664,424.1989793395996,Bear,Death
2022-05-03,396.2529296875,414.831586303711,424.1778405761719,Bear,Death
2022-05-04,408.3200073242188,414.84720092773443,424.1883418273926,Bear,Death
2022-05-05,393.8071594238281,414.71714233398444,424.10983444213866,Bear,Death
2022-05-06,391.45654296875,414.41958557128913,424.0152865600586,Bear,Death
2022-05-09,378.9231262207031,413.69205322265634,423.83696197509767,Bear,Death
2022-05-10,379.7986755371094,413.00328186035165,423.6579263305664,Bear,Death
2022-05-11,373.7651977539063,412.3200207519532,423.45819396972655,Bear,Death
2022-05-12,373.3750305175781,411.4788696289063,423.2573590087891,Bear,Death
2022-05-13,382.301513671875,410.857611694336,423.092580871582,Bear,Death
2022-05-16,380.7503967285156,410.27250061035164,422.9301304626465,Bear,Death
2022-05-17,388.58251953125,410.08576354980477,422.81117599487305,Bear,Death
2022-05-18,372.9181823730469,409.6460797119141,422.5971252441406,Bear,Death
2022-05-19,370.6341857910156,408.9489624023438,422.38187927246094,Bear,Death
2022-05-20,370.7959289550781,408.2916998291016,422.1543431091309,Bear,Death
2022-05-23,377.733642578125,407.8758422851563,421.95805557250975,Bear,Death
2022-05-24,374.8500671386719,407.4605645751954,421.7490467834473,Bear,Death
2022-05-25,378.1618957519531,406.93752868652354,421.55400588989255,Bear,Death
2022-05-26,385.7179870605469,406.3863079833985,421.39156204223633,Bear,Death
2022-05-27,395.1870422363281,405.9210595703126,421.270196685791,Bear,Death
2022-05-31,392.9697570800781,405.3198010253907,421.13392807006835,Bear,Death
2022-06-01,389.7911682128906,404.65744323730473,420.9768194580078,Bear,Death
2022-06-02,397.2141418457031,404.0445727539063,420.8706311035156,Bear,Death
2022-06-03,390.69525146484375,403.41152770996104,420.7547480773926,Bear,Death
2022-06-06,391.88482666015625,402.6749420166016,420.6416090393066,Bear,Death
2022-06-07,395.6438293457031,401.9716632080079,420.5307733154297,Bear,Death
2022-06-08,391.3423767089844,401.1210675048829,420.3800541687012,Bear,Death
2022-06-09,382.0351257324219,399.9769805908204,420.1794534301758,Bear,Death
2022-06-10,370.9577331542969,398.665590209961,419.9190364074707,Bear,Death
2022-06-13,356.8731689453125,397.2068829345704,419.60068313598634,Bear,Death
2022-06-14,355.7977600097656,395.70230529785164,419.25815246582033,Bear,Death
2022-06-15,360.87017822265625,394.22532775878915,418.9316542053223,Bear,Death
2022-06-16,348.9267883300781,392.61930236816414,418.5485958862305,Bear,Death
2022-06-17,349.6789855957031,391.1141613769532,418.1681678771973,Bear,Death
2022-06-21,358.48162841796875,389.7422473144532,417.825203704834,Bear,Death
2022-06-22,357.83172607421875,388.3801770019532,417.4795082092285,Bear,Death
2022-06-23,361.3394165039063,387.23386291503914,417.15898391723636,Bear,Death
2022-06-24,372.8277893066406,386.3483416748048,416.89849319458006,Bear,Death
2022-06-27,371.4037170410156,385.3387921142579,416.6399763488769,Bear,Death
2022-06-28,363.8149108886719,384.2825305175782,416.3601954650879,Bear,Death
2022-06-29,363.5185852050781,383.21691772460946,416.0735612487793,Bear,Death
2022-06-30,360.5652770996094,381.9576727294922,415.7835160827637,Bear,Death
2022-07-01,364.3787536621094,380.7809777832031,415.49505752563476,Bear,Death
2022-07-05,365.0669250488281,379.74461669921874,415.2133854675293,Bear,Death
2022-07-06,366.2999267578125,378.9616967773438,414.9584022521973,Bear,Death
2022-07-07,371.7860107421875,378.2414837646484,414.7656396484375,Bear,Death
2022-07-08,371.480224609375,377.75135803222656,414.57328643798826,Bear,Death
2022-07-11,367.2366027832031,377.15409118652343,414.3397204589844,Bear,Death
2022-07-12,363.9869384765625,376.2912200927734,414.06475875854494,Bear,Death
2022-07-13,362.0753479003906,375.6910339355469,413.7767880249023,Bear,Death
2022-07-14,361.196044921875,375.02605895996095,413.49042449951173,Bear,Death
2022-07-15,368.0967712402344,374.46293579101564,413.28072891235354,Bear,Death
2022-07-18,365.057373046875,373.5976831054688,413.0523854064941,Bear,Death
2022-07-19,374.9209289550781,373.21995849609374,412.8984600830078,Bear,Death
2022-07-20,377.3103332519531,372.9370343017578,412.7323742675781,Bear,Death
2022-07-21,381.152587890625,372.98162353515625,412.61197052001955,Bear,Death
2022-07-22,377.6162414550781,372.93797485351564,412.45280303955076,Bear,Death
2022-07-25,378.0750427246094,373.0241717529297,412.28742080688477,Bear,Death
2022-07-26,373.60198974609375,373.0287109375,412.0818998718262,Bear,Death
2022-07-27,383.3031311035156,373.04874328613283,411.9286665344238,Bear,Death
2022-07-28,388.1106262207031,373.1959478759766,411.81445510864256,Bear,Death
2022-07-29,393.7687377929688,373.29967224121094,411.73359176635745,Bear,Death
2022-08-01,392.6027526855469,373.69336364746096,411.6395246887207,Bear,Death
2022-08-02,390.0125732421875,374.0809313964844,411.4979051208496,Bear,Death
2022-08-03,396.1199645996094,374.587412109375,411.37089263916016,Bear,Death
2022-08-04,395.8523559570313,374.9497863769531,411.23630279541015,Bear,Death
2022-08-05,395.183349609375,375.3564520263672,411.0820594787598,Bear,Death
2022-08-08,394.72454833984375,375.687705078125,410.91715576171873,Bear,Death
2022-08-09,393.1570739746094,375.83648681640625,410.73883666992185,Bear,Death
2022-08-10,401.4150085449219,375.96104614257814,410.6040289306641,Bear,Death
2022-08-11,401.4150085449219,376.129951171875,410.45773483276366,Bear,Death
2022-08-12,408.2104797363281,376.49833740234374,410.3434797668457,Bear,Death
2022-08-15,409.8926696777344,376.75190795898436,410.2471844482422,Bear,Death
2022-08-16,410.695556640625,377.1519140625,410.13419921875,Bull,Death
2022-08-17,407.7803955078125,377.46982543945313,410.0022422790527,Bear,Death
2022-08-18,408.965576171875,377.73626037597654,409.8724771118164,Bear,Death
2022-08-19,403.4698791503906,377.9788104248047,409.70644104003907,Bear,Death
2022-08-22,395.0686340332031,378.23948059082034,409.4850686645508,Bear,Death
2022-08-23,394.1128234863281,378.70258239746096,409.24856536865235,Bear,Death
2022-08-24,395.3745422363281,379.47260986328126,409.010712890625,Bear,Death
2022-08-25,400.9561767578125,380.3757781982422,408.79887786865237,Bear,Death
2022-08-26,387.3841552734375,380.9060577392578,408.52650939941407,Bear,Death
2022-08-29,384.82275390625,381.62397705078126,408.25910751342775,Bear,Death
2022-08-30,380.5981750488281,382.24236083984374,407.9698736572266,Bear,Death
2022-08-31,377.7022705078125,382.6267736816406,407.6496159362793,Bear,Death
2022-09-01,378.8874206542969,383.0478875732422,407.3345278930664,Bear,Death
2022-09-02,374.8922729492188,383.3189447021484,406.9907186889648,Bear,Death
2022-09-06,373.4777526855469,383.3319439697266,406.6452258300781,Bear,Death
2022-09-07,380.1873168945313,383.5076159667969,406.3257646179199,Bear,Death
2022-09-08,382.6722717285156,383.88476318359375,406.0226989746094,Bear,Death
2022-09-09,388.6171875,384.38673522949216,405.7555976867676,Bear,Death
2022-09-12,392.7939453125,385.03130859375,405.5064494323731,Bear,Death
2022-09-13,375.71429443359375,385.25801940917967,405.1659941101074,Bear,Death
2022-09-14,377.1479187011719,385.49963928222655,404.88219833374023,Bear,Death
2022-09-15,372.8660278320313,385.63096130371093,404.55038009643556,Bear,Death
2022-09-16,370.021484375,385.5956707763672,404.24707107543946,Bear,Death
2022-09-19,372.8909912109375,385.62388610839844,403.9820278930664,Bear,Death
2022-09-20,368.6107482910156,385.6513690185547,403.662967376709,Bear,Death
2022-09-21,362.1807861328125,385.6152459716797,403.33057067871096,Bear,Death
2022-09-22,359.1385498046875,385.55651000976565,402.95757919311524,Bear,Death
2022-09-23,353.1211853027344,385.3950128173828,402.50964157104494,Bear,Death
2022-09-26,349.6279296875,385.0256359863281,402.0383767700195,Bear,Death
2022-09-27,348.7353820800781,384.6991961669922,401.5776332092285,Bear,Death
2022-09-28,355.5972595214844,384.31272277832034,401.130447845459,Bear,Death
2022-09-29,348.1691589355469,383.7298992919922,400.6658334350586,Bear,Death
2022-09-30,342.78521728515625,382.9625518798828,400.1894728088379,Bear,Death
2022-10-03,351.835205078125,382.4469311523437,399.72413848876954,Bear,Death
2022-10-04,362.73736572265625,382.1401776123047,399.33293212890624,Bear,Death
2022-10-05,361.892822265625,381.9059942626953,398.9609696960449,Bear,Death
2022-10-06,358.1596069335937,381.4031237792969,398.5935371398926,Bear,Death
2022-10-07,348.1691589355469,380.60429443359374,398.13782455444334,Bear,Death
2022-10-10,345.5107727050781,379.6391351318359,397.6468566894531,Bear,Death
2022-10-11,343.3226013183594,378.6535321044922,397.1311442565918,Bear,Death
2022-10-12,342.190185546875,377.69708435058595,396.57817779541017,Bear,Death
2022-10-13,351.22100830078125,376.7991052246094,396.072215423584,Bear,Death
2022-10-14,343.21710205078125,375.74640014648435,395.52333984375,Bear,Death
2022-10-17,352.0367126464844,374.8834674072266,395.02482360839844,Bear,Death
2022-10-18,356.17303466796875,374.11243713378906,394.55268157958983,Bear,Death
2022-10-19,353.64898681640625,373.322275390625,394.05487457275393,Bear,Death
2022-10-20,350.68359375,372.3076470947266,393.5429997253418,Bear,Death
2022-10-21,359.2056579589844,371.4634600830078,393.1172337341309,Bear,Death
2022-10-24,363.60107421875,370.57127197265623,392.7155317687988,Bear,Death
2022-10-25,369.40728759765625,369.7615643310547,392.351636505127,Bear,Death
2022-10-26,366.6241760253906,368.88013671875,391.9765766906738,Bear,Death
2022-10-27,364.6664123535156,368.0178570556641,391.57161544799806,Bear,Death
2022-10-28,373.342041015625,367.3053863525391,391.20400833129884,Bear,Death
2022-10-31,370.645263671875,366.6488940429688,390.8537030029297,Bear,Death
2022-11-01,369.02337646484375,366.12798889160155,390.49438705444334,Bear,Death
2022-11-02,359.76226806640625,365.44097778320315,390.12780502319333,Bear,Death
2022-11-03,356.0578918457031,364.65464477539064,389.76518585205076,Bear,Death
2022-11-04,361.1826477050781,363.85917419433594,389.45190811157227,Bear,Death
2022-11-07,364.6375732421875,363.40424255371096,389.1975062561035,Bear,Death
2022-11-08,366.6050109863281,363.0398876953125,388.9441181945801,Bear,Death
2022-11-09,359.0520935058594,362.6089660644531,388.6784387207031,Bear,Death
2022-11-10,378.7835693359375,362.63059204101563,388.5165869140625,Bear,Death
2022-11-11,382.4495849609375,362.70183532714844,388.3832170104981,Bear,Death
2022-11-14,379.1961975097656,362.78791381835936,388.18277618408206,Bear,Death
2022-11-15,382.430419921875,362.96696716308594,387.96074768066404,Bear,Death
2022-11-16,379.512939453125,362.9534796142578,387.70971115112303,Bear,Death
2022-11-17,378.35162353515625,362.8670666503906,387.43199615478517,Bear,Death
2022-11-18,380.0695190429688,362.69611328125,387.21386428833006,Bear,Death
2022-11-21,378.6875305175781,362.4139849853516,386.9788607788086,Bear,Death
2022-11-22,383.7835388183594,362.5753698730469,386.7761680603027,Bear,Death
2022-11-23,386.2020568847656,362.75645263671873,386.5681117248535,Bear,Death
2022-11-25,386.1156311035156,363.0214447021484,386.3283157348633,Bear,Death
2022-11-28,379.954345703125,363.22010192871096,386.0967053222656,Bear,Death
2022-11-29,379.3017578125,363.3483172607422,385.90386032104493,Bear,Death
2022-11-30,391.2500305175781,363.8011029052734,385.77758712768554,Bull,Death
2022-12-01,390.9621276855469,364.3767297363281,385.61629013061525,Bull,Death
2022-12-02,390.5110778808594,365.0041802978516,385.45036605834963,Bull,Death
2022-12-05,383.486083984375,365.6114782714844,385.29457077026365,Bear,Death
2022-12-06,377.9581909179688,366.17808349609373,385.12456039428713,Bear,Death
2022-12-07,377.3152160644531,366.74968017578124,384.97344009399416,Bear,Death
2022-12-08,380.2710266113281,367.24315551757815,384.8732447814941,Bear,Death
2022-12-09,377.430419921875,367.8283807373047,384.7287249755859,Bear,Death
2022-12-12,382.8718872070313,368.6301141357422,384.5665856933594,Bear,Death
2022-12-13,385.7701110839844,369.3088122558594,384.42425003051756,Bull,Death
2022-12-14,383.3037109375,369.72013916015624,384.30112731933593,Bear,Death
2022-12-15,373.9274291992188,369.9608312988281,384.0936015319824,Bear,Death
2022-12-16,369.5128479003906,370.1878961181641,383.8743437194824,Bear,Death
2022-12-19,366.3795166015625,370.5521032714844,383.65621154785157,Bear,Death
2022-12-20,366.8808288574219,370.97950439453126,383.5010188293457,Bear,Death
2022-12-21,372.36663818359375,371.5603851318359,383.3883401489258,Bear,Death
2022-12-22,367.0543212890625,372.0576678466797,383.19616149902345,Bear,Death
2022-12-23,369.1657409667969,372.4165625,383.0236949157715,Bear,Death
2022-12-27,367.70989990234375,372.90641845703124,382.86961181640623,Bear,Death
2022-12-28,363.14007568359375,373.12848571777346,382.7072424316406,Bear,Death
2022-12-29,369.6767578125,373.39856018066405,382.5340577697754,Bear,Death
2022-12-30,368.7029724121094,373.69963989257815,382.3111775207519,Bear,Death
2023-01-03,367.1507873535156,374.02898376464844,382.0546841430664,Bear,Death
2023-01-04,369.9852600097656,374.24457580566406,381.78944702148436,Bear,Death
2023-01-05,365.762451171875,374.28780334472657,381.5037139892578,Bear,Death
2023-01-06,374.150146484375,374.3826605224609,381.23517639160156,Bear,Death
2023-01-09,373.9380493164063,374.52893798828126,380.99312911987306,Bear,Death
2023-01-10,376.5604248046875,374.7668182373047,380.73236068725583,Bear,Death
2023-01-11,381.3231506347656,374.9264404296875,380.48493759155275,Bull,Death
2023-01-12,382.71142578125,375.167763671875,380.2291339111328,Bull,Death
2023-01-13,384.1961669921875,375.4712194824219,379.953917388916,Bull,Death
2023-01-17,383.4923400878906,375.94582092285157,379.68874282836913,Bull,Death
2023-01-18,377.4377746582031,376.37341857910155,379.42688903808596,Bear,Death
2023-01-19,374.6901245117188,376.64356811523436,379.145206451416,Bear,Death
2023-01-20,381.6702270507813,376.9842211914063,378.87996231079103,Bull,Death
2023-01-23,386.2496948242188,377.3771148681641,378.66507049560545,Bull,Death
2023-01-24,385.8351135253906,377.9127752685547,378.46956588745115,Bull,Death
2023-01-25,385.979736328125,378.05669860839845,378.26407791137694,Bull,Death
2023-01-26,390.2218322753906,378.2121435546875,378.0855108642578,Bull,Golden
2023-01-27,391.1184692382813,378.4505889892578,377.94782760620114,Bull,Golden
2023-01-30,386.211181640625,378.5262042236328,377.7933642578125,Bull,Golden
2023-01-31,391.88970947265625,378.77373962402345,377.64340682983396,Bull,Golden
2023-02-01,396.05462646484375,379.1277996826172,377.5405400085449,Bull,Golden
2023-02-02,401.8199768066406,379.5628088378906,377.46564376831054,Bull,Golden
2023-02-03,397.5490112304688,379.9400384521484,377.33575119018553,Bull,Golden
2023-02-06,395.1194763183594,380.16675720214846,377.19528106689455,Bull,Golden
2023-02-07,400.2870788574219,380.4484576416016,377.1122915649414,Bull,Golden
2023-02-08,395.9100646972656,380.64434631347655,377.0646122741699,Bull,Golden
2023-02-09,392.477783203125,380.8948150634766,376.98801788330076,Bull,Golden
2023-02-10,393.3937377929688,381.1766546630859,376.9750540161133,Bull,Golden
2023-02-13,398.0118103027344,381.31189025878905,376.9796133422852,Bull,Golden
2023-02-14,397.82861328125,381.4492199707031,376.93310394287107,Bull,Golden
2023-02-15,399.1205749511719,381.62140991210936,376.96828353881835,Bull,Golden
2023-02-16,393.6250915527344,381.8241900634766,376.96418502807614,Bull,Golden
2023-02-17,392.6417541503906,382.117861328125,376.9461291503906,Bull,Golden
2023-02-21,384.7649841308594,382.2668566894531,376.82835403442385,Bull,Golden
2023-02-22,384.2347106933594,382.34613037109375,376.78049179077146,Bull,Golden
2023-02-23,386.2785949707031,382.5230938720703,376.7546020507813,Bull,Golden
2023-02-24,382.1522216796875,382.5087005615234,376.7707475280762,Bull,Golden
2023-02-27,383.4537963867188,382.4623742675781,376.78902313232425,Bull,Golden
2023-02-28,382.0365295410156,382.4370306396484,376.83037979125976,Bull,Golden
2023-03-01,380.5711364746094,382.56990478515627,376.8663603210449,Bull,Golden
2023-03-02,383.5309448242188,382.8502667236328,376.8725074768066,Bull,Golden
2023-03-03,389.6819152832031,383.3163146972656,376.91716506958005,Bull,Golden
2023-03-06,389.9518737792969,383.7777355957031,376.9240118408203,Bull,Golden
2023-03-07,383.9744262695313,384.00989135742185,376.9792930603027,Bull,Golden
2023-03-08,384.6011047363281,384.3608270263672,377.0491276550293,Bull,Golden
2023-03-09,377.5052490234375,384.5276171875,377.0826742553711,Bull,Golden
2023-03-10,372.0580749511719,384.61458068847656,377.05429641723634,Bear,Golden
2023-03-13,371.52783203125,384.7823358154297,377.0376852416992,Bear,Golden
2023-03-14,377.6691589355469,384.94218383789064,377.0352215576172,Bull,Golden
2023-03-15,375.3070983886719,385.0742663574219,376.9831671142578,Bear,Golden
2023-03-16,381.8919982910156,385.36909057617186,376.91669189453125,Bull,Golden
2023-03-17,377.4266357421875,385.51791809082033,376.8389762878418,Bull,Golden
2023-03-20,381.0557556152344,385.8237841796875,376.7952992248535,Bull,Golden
2023-03-21,386.0592041015625,386.06196533203126,376.7395245361328,Bull,Golden
2023-03-22,379.4783325195313,386.17277099609373,376.6834399414063,Bull,Golden
2023-03-23,380.5041809082031,386.25164611816405,376.6265367126465,Bull,Golden
2023-03-24,383.00103759765625,386.2852038574219,376.5633227539063,Bull,Golden
2023-03-27,383.7171630859375,386.3053186035156,376.525196685791,Bull,Golden
2023-03-28,382.85589599609375,386.27851318359376,376.52930053710935,Bull,Golden
2023-03-29,388.4206237792969,386.37707885742185,376.6166149902344,Bull,Golden
2023-03-30,390.6949462890625,386.64222229003906,376.7857238769531,Bull,Golden
2023-03-31,396.20159912109375,387.07245178222655,376.9877430725098,Bull,Golden
2023-04-03,397.71136474609375,387.3932745361328,377.171949005127,Bull,Golden
2023-04-04,395.5048828125,387.57837829589846,377.40483947753904,Bull,Golden
2023-04-05,394.4692687988281,387.75106140136717,377.6287908935547,Bull,Golden
2023-04-06,396.008056640625,387.9516278076172,377.816423034668,Bull,Golden
2023-04-10,396.41448974609375,388.07548095703123,378.0093368530273,Bull,Golden
2023-04-11,396.52099609375,388.18353149414065,378.18524475097655,Bull,Golden
2023-04-12,394.90478515625,388.35740356445314,378.2956297302246,Bull,Golden
2023-04-13,400.1502075195313,388.5226135253906,378.4393621826172,Bull,Golden
2023-04-14,399.1726684570313,388.58497436523436,378.616150970459,Bull,Golden
2023-04-17,400.60498046875,388.56067443847655,378.80158294677733,Bull,Golden
2023-04-18,400.8663635253906,388.627021484375,379.0030883789062,Bull,Golden
2023-04-19,400.7986145019531,388.74060424804685,379.1851876831055,Bull,Golden
2023-04-20,398.6114807128906,388.70709228515625,379.3529104614258,Bull,Golden
2023-04-21,398.921142578125,388.76731384277343,379.51601654052735,Bull,Golden
2023-04-24,399.3372497558594,388.9045031738281,379.6537727355957,Bull,Golden
2023-04-25,392.9982604980469,388.8965936279297,379.76136291503906,Bull,Golden
2023-04-26,391.3336791992188,388.7630310058594,379.8818482971191,Bull,Golden
2023-04-27,399.1243286132813,388.7889453125,380.0575352478027,Bull,Golden
2023-04-28,402.5309143066406,388.8571520996094,380.259813079834,Bull,Golden
2023-05-01,402.1244812011719,389.02713989257813,380.46445526123046,Bull,Golden
2023-05-02,397.60491943359375,389.1264031982422,380.61199600219726,Bull,Golden
2023-05-03,394.8757629394531,389.32861877441405,380.76108795166016,Bull,Golden
2023-05-04,392.0788879394531,389.4855023193359,380.84687774658204,Bull,Golden
2023-05-05,399.3372497558594,389.7466754150391,380.9570123291016,Bull,Golden
2023-05-08,399.4437255859375,390.0925054931641,381.0484680175781,Bull,Golden
2023-05-09,397.6919860839844,390.37726928710936,381.14884674072266,Bull,Golden
2023-05-10,399.5501403808594,390.72754150390625,381.2562222290039,Bull,Golden
2023-05-11,398.8533935546875,391.0931866455078,381.3824792480469,Bull,Golden
2023-05-12,398.3307800292969,391.38918334960937,381.4576174926758,Bull,Golden
2023-05-15,399.7050476074219,391.58964599609374,381.51558959960937,Bull,Golden
2023-05-16,397.0339050292969,391.7312866210938,381.531915435791,Bull,Golden
2023-05-17,401.853515625,392.0888684082031,381.57816925048826,Bull,Golden
2023-05-18,405.7247009277344,392.51134033203124,381.656729888916,Bull,Golden
2023-05-19,405.1343078613281,393.06392150878906,381.7018016052246,Bull,Golden
2023-05-22,405.29876708984375,393.7287353515625,381.7490336608887,Bull,Golden
2023-05-23,400.750244140625,394.31318359375,381.7768681335449,Bull,Golden
2023-05-24,397.8468627929688,394.71673767089845,381.79247970581054,Bull,Golden
2023-05-25,401.2921447753906,395.2364385986328,381.83315505981443,Bull,Golden
2023-05-26,406.48919677734375,395.7283825683594,381.85852600097655,Bull,Golden
2023-05-30,406.6440124511719,396.31273010253904,381.8846710205078,Bull,Golden
2023-05-31,404.38909912109375,396.77939697265623,381.86556411743163,Bull,Golden
2023-06-01,408.231201171875,397.2228369140625,381.85725677490234,Bull,Golden
2023-06-02,414.134765625,397.91596557617186,381.8744528198242,Bull,Golden
2023-06-05,413.3411254882813,398.57270446777346,381.9022564697266,Bull,Golden
2023-06-06,414.2411804199219,399.19750732421875,381.9286344909668,Bull,Golden
2023-06-07,412.8087463378906,399.77933898925784,381.9753288269043,Bull,Golden
2023-06-08,415.30572509765625,400.42833557128904,382.0765142822266,Bull,Golden
2023-06-09,416.0509033203125,400.9809411621094,382.1862046813965,Bull,Golden
2023-06-12,419.8252868652344,401.5635479736328,382.308458404541,Bull,Golden
2023-06-13,422.5931396484375,402.0913787841797,382.4166432189941,Bull,Golden
2023-06-14,423.0963745117188,402.59907897949216,382.5952043151855,Bull,Golden
2023-06-15,428.34173583984375,403.25581604003906,382.8127992248535,Bull,Golden
2023-06-16,426.8827209472656,403.9040850830078,383.0442219543457,Bull,Golden
2023-06-20,424.6679992675781,404.4772839355469,383.2790505981445,Bull,Golden
2023-06-21,422.4921569824219,404.99883728027345,383.4970742797852,Bull,Golden
2023-06-22,424.0172119140625,405.5487615966797,383.74269897460937,Bull,Golden
2023-06-23,420.8116149902344,406.06689819335935,383.9793682861328,Bull,Golden
