date,max_drift,NVDA,TSLA,AAPL,MSFT,GOOGL,AMZN,META,AVGO,ORCL,CRM
2025-04-02,0.13532332369182987,0.09045679446636243,0.13532332369182987,0.09106178965812692,0.08829262360757494,0.08829262360757494,0.10593551035089346,0.08829262360757494,0.10699683898224577,0.1126766360217188,0.092671236006098
